symbol,date,price
CZR,2022/04/20,71.7
DG,2022/04/20,258.46
DPZ,2022/04/20,395.344
DRE,2022/04/20,61.2
DXC,2022/04/20,31.89
EWA,2022/04/20,25.985
EWC,2022/04/20,40.048
EWG,2022/04/20,26.902
EWH,2022/04/20,21.615
EWJ,2022/04/20,57.69
EWL,2022/04/20,47.667
EWQ,2022/04/20,33.808
EWT,2022/04/20,58.41
EWU,2022/04/20,33.567
EWY,2022/04/20,69.57
EWZ,2022/04/20,35.632
FTV,2022/04/20,59.889
GOOG,2022/04/20,128.246
GPC,2022/04/20,136.763
GSG,2022/04/20,23.72
HIG,2022/04/20,74.254
HIGH.L,2022/04/20,5.23
HST,2022/04/20,20.354
HYG,2022/04/20,79.313
IAU,2022/04/20,37.22
ICLN,2022/04/20,20.549
IEAA.L,2022/04/20,4.986
IEF,2022/04/20,102.849
IEFM.L,2022/04/20,758.55
IEMG,2022/04/20,53.283
IEUS,2022/04/20,59.043
IEVL.L,2022/04/20,7.347
IGF,2022/04/20,51.243
INDA,2022/04/20,44.72
IUMO.L,2022/04/20,11.16
IUVL.L,2022/04/20,9.22
IVV,2022/04/20,445.173
IWM,2022/04/20,201.798
IXN,2022/04/20,54.172
JPEA.L,2022/04/20,5.186
JPM,2022/04/20,130.426
KR,2022/04/20,57.477
LQD,2022/04/20,113.929
MCHI,2022/04/20,49.621
META,2022/04/20,200.42
MVEU.L,2022/04/20,54.12
OGN,2022/04/20,33.08
PG,2022/04/20,162.737
PPL,2022/04/20,29.906
PRU,2022/04/20,119.588
PYPL,2022/04/20,94.9
RE,2022/04/20,295.642
REET,2022/04/20,29.652
ROL,2022/04/20,34.488
ROST,2022/04/20,108.004
SEGA.L,2022/04/20,99.984
SHY,2022/04/20,82.853
SLV,2022/04/20,23.28
SPMV.L,2022/04/20,82.86
TLT,2022/04/20,120.988
UNH,2022/04/20,544.07
URI,2022/04/20,353.09
V,2022/04/20,217.375
VRSK,2022/04/20,216.983
VXX,2022/04/20,24.39
WRK,2022/04/20,51.946
XLB,2022/04/20,89.86
XLC,2022/04/20,64.495
XLE,2022/04/20,79.81
XLF,2022/04/20,37.682
XLI,2022/04/20,101.51
XLK,2022/04/20,149.36
XLP,2022/04/20,79.981
XLU,2022/04/20,76.186
XLV,2022/04/20,139.703
XLY,2022/04/20,181.351
XOM,2022/04/20,87.068
ABBV,2022/04/21,157.051
ACN,2022/04/21,321.168
AEP,2022/04/21,101.321
AIZ,2022/04/21,189.611
ALLE,2022/04/21,111.636
AMAT,2022/04/21,115.408
AMP,2022/04/21,290.363
AMZN,2022/04/21,148.296
AVB,2022/04/21,253.944
AVY,2022/04/21,171.79
AXP,2022/04/21,185.048
BDX,2022/04/21,263.996
BF-B,2022/04/21,68.625
BMY,2022/04/21,77.025
BR,2022/04/21,153.738
CARR,2022/04/21,42.478
CDW,2022/04/21,175.863
CE,2022/04/21,147.317
CHTR,2022/04/21,519.03
CNC,2022/04/21,87.84
CNP,2022/04/21,32.085
COP,2022/04/21,97.476
CTAS,2022/04/21,417.806
CZR,2022/04/21,68.11
DG,2022/04/21,255.257
DPZ,2022/04/21,389.87
DRE,2022/04/21,60.683
DXC,2022/04/21,30.71
EWA,2022/04/21,25.481
EWC,2022/04/21,39.164
EWG,2022/04/21,26.834
EWH,2022/04/21,21.349
EWJ,2022/04/21,57.214
EWL,2022/04/21,47.03
EWQ,2022/04/21,33.682
EWT,2022/04/21,57.69
EWU,2022/04/21,33.135
EWY,2022/04/21,68.32
EWZ,2022/04/21,34.696
FTV,2022/04/21,59.629
GOOG,2022/04/21,124.938
GPC,2022/04/21,137.22
GSG,2022/04/21,23.76
HIG,2022/04/21,72.722
HIGH.L,2022/04/21,5.226
HST,2022/04/21,20.563
HYG,2022/04/21,78.77
IAU,2022/04/21,37.09
ICLN,2022/04/21,19.546
IEAA.L,2022/04/21,4.966
IEF,2022/04/21,102.281
IEFM.L,2022/04/21,761.2
IEMG,2022/04/21,52.304
IEUS,2022/04/21,58.984
IEVL.L,2022/04/21,7.378
IGF,2022/04/21,50.494
INDA,2022/04/21,44.7
IUMO.L,2022/04/21,11.14
IUVL.L,2022/04/21,9.242
IVV,2022/04/21,438.723
IWM,2022/04/21,197.28
IXN,2022/04/21,53.335
JPEA.L,2022/04/21,5.177
JPM,2022/04/21,129.415
KR,2022/04/21,57.955
LQD,2022/04/21,112.718
MCHI,2022/04/21,47.921
META,2022/04/21,188.07
MVEU.L,2022/04/21,54.05
OGN,2022/04/21,32.505
PG,2022/04/21,162.61
PPL,2022/04/21,30.104
PRU,2022/04/21,118.403
PYPL,2022/04/21,89.4
RE,2022/04/21,291.298
REET,2022/04/21,29.434
ROL,2022/04/21,34.409
ROST,2022/04/21,106.778
SEGA.L,2022/04/21,99.554
SHY,2022/04/21,82.713
SLV,2022/04/21,22.79
SPMV.L,2022/04/21,83.11
TLT,2022/04/21,120.092
UNH,2022/04/21,535.53
URI,2022/04/21,337.72
V,2022/04/21,216.037
VRSK,2022/04/21,215.037
VXX,2022/04/21,24.86
WRK,2022/04/21,51.946
XLB,2022/04/21,88.392
XLC,2022/04/21,62.659
XLE,2022/04/21,77.277
XLF,2022/04/21,37.085
XLI,2022/04/21,100.475
XLK,2022/04/21,146.827
XLP,2022/04/21,79.911
XLU,2022/04/21,74.926
XLV,2022/04/21,138.159
XLY,2022/04/21,179.595
XOM,2022/04/21,86.148
ABBV,2022/04/22,153.554
ACN,2022/04/22,309.698
AEP,2022/04/22,99.465
AIZ,2022/04/22,185.865
ALLE,2022/04/22,114.046
AMAT,2022/04/22,112.525
AMP,2022/04/22,278.787
AMZN,2022/04/22,144.35
AVB,2022/04/22,248.826
AVY,2022/04/22,166.692
AXP,2022/04/22,179.867
BDX,2022/04/22,254.18
BF-B,2022/04/22,66.8
BMY,2022/04/22,75.228
BR,2022/04/22,147.598
CARR,2022/04/22,41.337
CDW,2022/04/22,169.014
CE,2022/04/22,142.013
CHTR,2022/04/22,511.37
CNC,2022/04/22,84.41
CNP,2022/04/22,31.658
COP,2022/04/22,94.848
CTAS,2022/04/22,406.934
CZR,2022/04/22,66.6
DG,2022/04/22,248.252
DPZ,2022/04/22,377.735
DRE,2022/04/22,59.559
DXC,2022/04/22,29.43
EWA,2022/04/22,24.521
EWC,2022/04/22,37.904
EWG,2022/04/22,26.3
EWH,2022/04/22,21.349
EWJ,2022/04/22,56.363
EWL,2022/04/22,46.746
EWQ,2022/04/22,33.216
EWT,2022/04/22,56.94
EWU,2022/04/22,32.398
EWY,2022/04/22,67.51
EWZ,2022/04/22,33.196
FTV,2022/04/22,57.732
GOOG,2022/04/22,119.614
GPC,2022/04/22,132.759
GSG,2022/04/22,23.35
HIG,2022/04/22,71.13
HIGH.L,2022/04/22,5.205
HST,2022/04/22,20.484
HYG,2022/04/22,78.296
IAU,2022/04/22,36.72
ICLN,2022/04/22,19.218
IEAA.L,2022/04/22,4.946
IEF,2022/04/22,102.331
IEFM.L,2022/04/22,750.75
IEMG,2022/04/22,51.84
IEUS,2022/04/22,57.897
IEVL.L,2022/04/22,7.246
IGF,2022/04/22,49.764
INDA,2022/04/22,44.2
IUMO.L,2022/04/22,10.73
IUVL.L,2022/04/22,8.98
IVV,2022/04/22,426.451
IWM,2022/04/22,192.174
IXN,2022/04/22,51.88
JPEA.L,2022/04/22,5.134
JPM,2022/04/22,125.698
KR,2022/04/22,56.78
LQD,2022/04/22,112.589
MCHI,2022/04/22,48.219
META,2022/04/22,184.11
MVEU.L,2022/04/22,53.37
OGN,2022/04/22,31.999
PG,2022/04/22,161.25
PPL,2022/04/22,29.629
PRU,2022/04/22,114.422
PYPL,2022/04/22,86.03
RE,2022/04/22,284.459
REET,2022/04/22,28.996
ROL,2022/04/22,33.481
ROST,2022/04/22,103.072
SEGA.L,2022/04/22,100.124
SHY,2022/04/22,82.693
SLV,2022/04/22,22.31
SPMV.L,2022/04/22,80.72
TLT,2022/04/22,119.336
UNH,2022/04/22,519.089
URI,2022/04/22,314.67
V,2022/04/22,207.773
VRSK,2022/04/22,210.196
VXX,2022/04/22,26.15
WRK,2022/04/22,50.174
XLB,2022/04/22,85.087
XLC,2022/04/22,61.173
XLE,2022/04/22,75.388
XLF,2022/04/22,35.981
XLI,2022/04/22,98.005
XLK,2022/04/22,142.717
XLP,2022/04/22,78.661
XLU,2022/04/22,73.666
XLV,2022/04/22,133.12
XLY,2022/04/22,175.424
XOM,2022/04/22,84.267
ABBV,2022/04/25,154.852
ACN,2022/04/25,315.697
AEP,2022/04/25,99.713
AIZ,2022/04/25,186.453
ALLE,2022/04/25,114.256
AMAT,2022/04/25,114.191
AMP,2022/04/25,279.663
AMZN,2022/04/25,146.074
AVB,2022/04/25,246.416
AVY,2022/04/25,167.957
AXP,2022/04/25,183.414
BDX,2022/04/25,257.588
BF-B,2022/04/25,66.74
BMY,2022/04/25,75.525
BR,2022/04/25,150.325
CARR,2022/04/25,41.625
CDW,2022/04/25,170.121
CE,2022/04/25,141.217
CHTR,2022/04/25,506.97
CNC,2022/04/25,84.86
CNP,2022/04/25,31.578
COP,2022/04/25,90.551
CTAS,2022/04/25,408.899
CZR,2022/04/25,68.5
DG,2022/04/25,247.933
DPZ,2022/04/25,377.067
DRE,2022/04/25,59.012
DXC,2022/04/25,30.14
EWA,2022/04/25,24.104
EWC,2022/04/25,37.566
EWG,2022/04/25,26.126
EWH,2022/04/25,21.073
EWJ,2022/04/25,56.709
EWL,2022/04/25,46.765
EWQ,2022/04/25,33.011
EWT,2022/04/25,56.87
EWU,2022/04/25,32.005
EWY,2022/04/25,67.03
EWZ,2022/04/25,32.565
FTV,2022/04/25,57.782
GOOG,2022/04/25,123.25
GPC,2022/04/25,133.276
GSG,2022/04/25,23.08
HIG,2022/04/25,71.021
HIGH.L,2022/04/25,5.178
HST,2022/04/25,20.852
HYG,2022/04/25,78.958
IAU,2022/04/25,36.06
ICLN,2022/04/25,19.218
IEAA.L,2022/04/25,4.961
IEF,2022/04/25,102.988
IEFM.L,2022/04/25,734
IEMG,2022/04/25,51.444
IEUS,2022/04/25,57.153
IEVL.L,2022/04/25,7.089
IGF,2022/04/25,49.409
INDA,2022/04/25,44.2
IUMO.L,2022/04/25,10.4
IUVL.L,2022/04/25,8.725
IVV,2022/04/25,429.083
IWM,2022/04/25,193.34
IXN,2022/04/25,52.568
JPEA.L,2022/04/25,5.128
JPM,2022/04/25,125.658
KR,2022/04/25,56.471
LQD,2022/04/25,113.84
MCHI,2022/04/25,47.294
META,2022/04/25,186.99
MVEU.L,2022/04/25,53.05
OGN,2022/04/25,32.247
PG,2022/04/25,162.55
PPL,2022/04/25,29.5
PRU,2022/04/25,112.604
PYPL,2022/04/25,87.78
RE,2022/04/25,282.531
REET,2022/04/25,28.946
ROL,2022/04/25,33.302
ROST,2022/04/25,105.214
SEGA.L,2022/04/25,101.124
SHY,2022/04/25,82.823
SLV,2022/04/25,21.83
SPMV.L,2022/04/25,78.94
TLT,2022/04/25,120.53
UNH,2022/04/25,522.407
URI,2022/04/25,313.28
V,2022/04/25,209.55
VRSK,2022/04/25,213.44
VXX,2022/04/25,24.8
WRK,2022/04/25,49.498
XLB,2022/04/25,84.849
XLC,2022/04/25,62.011
XLE,2022/04/25,72.894
XLF,2022/04/25,36.041
XLI,2022/04/25,98.005
XLK,2022/04/25,144.862
XLP,2022/04/25,79.008
XLU,2022/04/25,73.16
XLV,2022/04/25,134.017
XLY,2022/04/25,176.692
XOM,2022/04/25,81.426
ABBV,2022/04/26,154.733
ACN,2022/04/26,302.026
AEP,2022/04/26,98.463
AIZ,2022/04/26,184.192
ALLE,2022/04/26,113.768
AMAT,2022/04/26,108.654
AMP,2022/04/26,263.328
AMZN,2022/04/26,139.391
AVB,2022/04/26,242.378
AVY,2022/04/26,173.463
AXP,2022/04/26,177.984
BDX,2022/04/26,254.12
BF-B,2022/04/26,66.321
BMY,2022/04/26,75.069
BR,2022/04/26,145.746
CARR,2022/04/26,39.73
CDW,2022/04/26,162.664
CE,2022/04/26,138.56
CHTR,2022/04/26,486.95
CNC,2022/04/26,81.88
CNP,2022/04/26,31.12
COP,2022/04/26,90.215
CTAS,2022/04/26,398.576
CZR,2022/04/26,64.83
DG,2022/04/26,244.451
DPZ,2022/04/26,368.662
DRE,2022/04/26,58.346
DXC,2022/04/26,29.16
EWA,2022/04/26,23.658
EWC,2022/04/26,36.742
EWG,2022/04/26,25.087
EWH,2022/04/26,20.807
EWJ,2022/04/26,55.511
EWL,2022/04/26,45.275
EWQ,2022/04/26,32.039
EWT,2022/04/26,55.38
EWU,2022/04/26,31.19
EWY,2022/04/26,65.13
EWZ,2022/04/26,31.123
FTV,2022/04/26,56.843
GOOG,2022/04/26,119.506
GPC,2022/04/26,133.057
GSG,2022/04/26,23.43
HIG,2022/04/26,69.569
HIGH.L,2022/04/26,5.168
HST,2022/04/26,20.344
HYG,2022/04/26,78.493
IAU,2022/04/26,36.11
ICLN,2022/04/26,18.692
IEAA.L,2022/04/26,4.966
IEF,2022/04/26,103.676
IEFM.L,2022/04/26,728.5
IEMG,2022/04/26,50.298
IEUS,2022/04/26,55.322
IEVL.L,2022/04/26,7.054
IGF,2022/04/26,48.906
INDA,2022/04/26,43.86
IUMO.L,2022/04/26,10.322
IUVL.L,2022/04/26,8.792
IVV,2022/04/26,416.592
IWM,2022/04/26,187.246
IXN,2022/04/26,50.545
JPEA.L,2022/04/26,5.136
JPM,2022/04/26,121.941
KR,2022/04/26,55.505
LQD,2022/04/26,113.78
MCHI,2022/04/26,46.24
META,2022/04/26,180.95
MVEU.L,2022/04/26,52.74
OGN,2022/04/26,31.404
PG,2022/04/26,159.79
PPL,2022/04/26,28.994
PRU,2022/04/26,109.048
PYPL,2022/04/26,83.7
RE,2022/04/26,276.835
REET,2022/04/26,28.509
ROL,2022/04/26,32.624
ROST,2022/04/26,102.644
SEGA.L,2022/04/26,101.649
SHY,2022/04/26,82.972
SLV,2022/04/26,21.65
SPMV.L,2022/04/26,79.25
TLT,2022/04/26,121.743
UNH,2022/04/26,511.954
URI,2022/04/26,302.26
V,2022/04/26,200.717
VRSK,2022/04/26,207.841
VXX,2022/04/26,26.35
WRK,2022/04/26,48.602
XLB,2022/04/26,83.539
XLC,2022/04/26,59.976
XLE,2022/04/26,72.993
XLF,2022/04/26,35.136
XLI,2022/04/26,95.865
XLK,2022/04/26,139.466
XLP,2022/04/26,77.787
XLU,2022/04/26,72.426
XLV,2022/04/26,131.656
XLY,2022/04/26,167.752
XOM,2022/04/26,81.456
ABBV,2022/04/27,156.159
ACN,2022/04/27,302.026
AEP,2022/04/27,98.751
AIZ,2022/04/27,185.318
ALLE,2022/04/27,115.55
AMAT,2022/04/27,108.545
AMP,2022/04/27,264.981
AMZN,2022/04/27,138.167
AVB,2022/04/27,238.837
AVY,2022/04/27,180.542
AXP,2022/04/27,176.968
BDX,2022/04/27,252.097
BF-B,2022/04/27,67.099
BMY,2022/04/27,75.287
BR,2022/04/27,146.125
CARR,2022/04/27,39.938
CDW,2022/04/27,162.026
CE,2022/04/27,140.07
CHTR,2022/04/27,482.01
CNC,2022/04/27,80.72
CNP,2022/04/27,31.16
COP,2022/04/27,91.934
CTAS,2022/04/27,399.962
CZR,2022/04/27,64.15
DG,2022/04/27,242.954
DPZ,2022/04/27,371.832
DRE,2022/04/27,58.903
DXC,2022/04/27,28.85
EWA,2022/04/27,23.872
EWC,2022/04/27,36.822
EWG,2022/04/27,25.068
EWH,2022/04/27,21.044
EWJ,2022/04/27,55.729
EWL,2022/04/27,45.706
EWQ,2022/04/27,32.068
EWT,2022/04/27,55.38
EWU,2022/04/27,31.455
EWY,2022/04/27,65.2
EWZ,2022/04/27,31.534
FTV,2022/04/27,57.662
GOOG,2022/04/27,115.02
GPC,2022/04/27,133.048
GSG,2022/04/27,23.6
HIG,2022/04/27,69.618
HIGH.L,2022/04/27,5.144
HST,2022/04/27,20.982
HYG,2022/04/27,78.108
IAU,2022/04/27,35.84
ICLN,2022/04/27,18.92
IEAA.L,2022/04/27,4.948
IEF,2022/04/27,103.098
IEFM.L,2022/04/27,731.4
IEMG,2022/04/27,50.871
IEUS,2022/04/27,55.329
IEVL.L,2022/04/27,7.102
IGF,2022/04/27,49.014
INDA,2022/04/27,43.94
IUMO.L,2022/04/27,10.258
IUVL.L,2022/04/27,8.72
IVV,2022/04/27,417.848
IWM,2022/04/27,186.468
IXN,2022/04/27,51.142
JPEA.L,2022/04/27,5.112
JPM,2022/04/27,120.355
KR,2022/04/27,55.365
LQD,2022/04/27,112.688
MCHI,2022/04/27,47.891
META,2022/04/27,174.95
MVEU.L,2022/04/27,53.23
OGN,2022/04/27,32.158
PG,2022/04/27,159.36
PPL,2022/04/27,28.647
PRU,2022/04/27,109.443
PYPL,2022/04/27,82.61
RE,2022/04/27,283.088
REET,2022/04/27,28.399
ROL,2022/04/27,33.412
ROST,2022/04/27,100.871
SEGA.L,2022/04/27,101.224
SHY,2022/04/27,82.932
SLV,2022/04/27,21.49
SPMV.L,2022/04/27,79.13
TLT,2022/04/27,120.182
UNH,2022/04/27,511.984
URI,2022/04/27,309.62
V,2022/04/27,213.702
VRSK,2022/04/27,208.02
VXX,2022/04/27,27.2
WRK,2022/04/27,49.09
XLB,2022/04/27,84.769
XLC,2022/04/27,58.639
XLE,2022/04/27,74.062
XLF,2022/04/27,35.106
XLI,2022/04/27,96.223
XLK,2022/04/27,141.53
XLP,2022/04/27,78.075
XLU,2022/04/27,72.079
XLV,2022/04/27,131.368
XLY,2022/04/27,167.772
XOM,2022/04/27,83.782
ABBV,2022/04/28,154.861
ACN,2022/04/28,312.728
AEP,2022/04/28,101.628
AIZ,2022/04/28,185.517
ALLE,2022/04/28,118.717
AMAT,2022/04/28,114.35
AMP,2022/04/28,271.65
AMZN,2022/04/28,144.596
AVB,2022/04/28,237.568
AVY,2022/04/28,182.772
AXP,2022/04/28,181.302
BDX,2022/04/28,252.306
BF-B,2022/04/28,68.505
BMY,2022/04/28,76.668
BR,2022/04/28,149.509
CARR,2022/04/28,39.241
CDW,2022/04/28,168.117
CE,2022/04/28,142.93
CHTR,2022/04/28,461.49
CNC,2022/04/28,81.59
CNP,2022/04/28,31.27
COP,2022/04/28,96.37
CTAS,2022/04/28,409.637
CZR,2022/04/28,67.39
DG,2022/04/28,246.027
DPZ,2022/04/28,352.857
DRE,2022/04/28,59.629
DXC,2022/04/28,29.58
EWA,2022/04/28,24.22
EWC,2022/04/28,37.606
EWG,2022/04/28,25.553
EWH,2022/04/28,21.211
EWJ,2022/04/28,56.749
EWL,2022/04/28,46.079
EWQ,2022/04/28,32.516
EWT,2022/04/28,56.59
EWU,2022/04/28,31.887
EWY,2022/04/28,66.35
EWZ,2022/04/28,31.944
FTV,2022/04/28,58.571
GOOG,2022/04/28,119.412
GPC,2022/04/28,132.312
GSG,2022/04/28,23.89
HIG,2022/04/28,70.892
HIGH.L,2022/04/28,5.138
HST,2022/04/28,21.161
HYG,2022/04/28,78.543
IAU,2022/04/28,36.04
ICLN,2022/04/28,19
IEAA.L,2022/04/28,4.924
IEF,2022/04/28,102.948
IEFM.L,2022/04/28,740.3
IEMG,2022/04/28,51.533
IEUS,2022/04/28,55.81
IEVL.L,2022/04/28,7.126
IGF,2022/04/28,49.596
INDA,2022/04/28,44.57
IUMO.L,2022/04/28,10.248
IUVL.L,2022/04/28,8.72
IVV,2022/04/28,428.345
IWM,2022/04/28,189.949
IXN,2022/04/28,53.096
JPEA.L,2022/04/28,5.09
JPM,2022/04/28,122.258
KR,2022/04/28,55.276
LQD,2022/04/28,113.026
MCHI,2022/04/28,48.378
META,2022/04/28,205.73
MVEU.L,2022/04/28,53.5
OGN,2022/04/28,32.733
PG,2022/04/28,163.41
PPL,2022/04/28,28.885
PRU,2022/04/28,110.757
PYPL,2022/04/28,92.09
RE,2022/04/28,280.96
REET,2022/04/28,28.757
ROL,2022/04/28,34.329
ROST,2022/04/28,103.78
SEGA.L,2022/04/28,100.814
SHY,2022/04/28,82.873
SLV,2022/04/28,21.42
SPMV.L,2022/04/28,79.49
TLT,2022/04/28,120.361
UNH,2022/04/28,522.556
URI,2022/04/28,318.5
V,2022/04/28,220.239
VRSK,2022/04/28,212.282
VXX,2022/04/28,26.04
WRK,2022/04/28,49.737
XLB,2022/04/28,86.109
XLC,2022/04/28,60.983
XLE,2022/04/28,76.308
XLF,2022/04/28,35.553
XLI,2022/04/28,97.308
XLK,2022/04/28,147.196
XLP,2022/04/28,79.226
XLU,2022/04/28,72.883
XLV,2022/04/28,133.18
XLY,2022/04/28,171.214
XOM,2022/04/28,86.316
ABBV,2022/04/29,145.519
ACN,2022/04/29,299.295
AEP,2022/04/29,98.334
AIZ,2022/04/29,181.193
ALLE,2022/04/29,113.778
AMAT,2022/04/29,110.081
AMP,2022/04/29,264.264
AMZN,2022/04/29,124.282
AVB,2022/04/29,225.645
AVY,2022/04/29,179.815
AXP,2022/04/29,174.059
BDX,2022/04/29,246.356
BF-B,2022/04/29,67.248
BMY,2022/04/29,74.751
BR,2022/04/29,143.448
CARR,2022/04/29,38.106
CDW,2022/04/29,162.674
CE,2022/04/29,146.94
CHTR,2022/04/29,428.49
CNC,2022/04/29,80.55
CNP,2022/04/29,30.444
COP,2022/04/29,94.364
CTAS,2022/04/29,396.232
CZR,2022/04/29,66.28
DG,2022/04/29,236.998
DPZ,2022/04/29,337.023
DRE,2022/04/29,54.457
DXC,2022/04/29,28.7
EWA,2022/04/29,23.833
EWC,2022/04/29,36.782
EWG,2022/04/29,25.252
EWH,2022/04/29,21.054
EWJ,2022/04/29,56.075
EWL,2022/04/29,45.491
EWQ,2022/04/29,32.03
EWT,2022/04/29,55.91
EWU,2022/04/29,31.73
EWY,2022/04/29,66.64
EWZ,2022/04/29,31.304
FTV,2022/04/29,57.432
GOOG,2022/04/29,114.966
GPC,2022/04/29,129.193
GSG,2022/04/29,23.68
HIG,2022/04/29,69.559
HIGH.L,2022/04/29,5.117
HST,2022/04/29,20.274
HYG,2022/04/29,77.574
IAU,2022/04/29,36.04
ICLN,2022/04/29,18.712
IEAA.L,2022/04/29,4.92
IEF,2022/04/29,102.401
IEFM.L,2022/04/29,743.2
IEMG,2022/04/29,51.652
IEUS,2022/04/29,55.4
IEVL.L,2022/04/29,7.193
IGF,2022/04/29,48.176
INDA,2022/04/29,43.64
IUMO.L,2022/04/29,10.375
IUVL.L,2022/04/29,8.726
IVV,2022/04/29,412.275
IWM,2022/04/29,184.464
IXN,2022/04/29,51.113
JPEA.L,2022/04/29,5.066
JPM,2022/04/29,118.313
KR,2022/04/29,53.751
LQD,2022/04/29,111.775
MCHI,2022/04/29,50.178
META,2022/04/29,200.47
MVEU.L,2022/04/29,53.77
OGN,2022/04/29,32.069
PG,2022/04/29,160.55
PPL,2022/04/29,28.062
PRU,2022/04/29,107.191
PYPL,2022/04/29,87.93
RE,2022/04/29,273.058
REET,2022/04/29,27.554
ROL,2022/04/29,33.441
ROST,2022/04/29,99.396
SEGA.L,2022/04/29,99.749
SHY,2022/04/29,82.713
SLV,2022/04/29,21.04
SPMV.L,2022/04/29,79.06
TLT,2022/04/29,118.8
UNH,2022/04/29,506.743
URI,2022/04/29,316.52
V,2022/04/29,212.724
VRSK,2022/04/29,203.659
VXX,2022/04/29,27.71
WRK,2022/04/29,49.289
XLB,2022/04/29,84.382
XLC,2022/04/29,58.918
XLE,2022/04/29,74.349
XLF,2022/04/29,34.33
XLI,2022/04/29,94.73
XLK,2022/04/29,141.061
XLP,2022/04/29,77.072
XLU,2022/04/29,70.7
XLV,2022/04/29,129.754
XLY,2022/04/29,162.514
XOM,2022/04/29,84.386
ABBV,2022/05/02,146.5
ACN,2022/05/02,303.52
AEP,2022/05/02,97.362
AIZ,2022/05/02,180.157
ALLE,2022/05/02,114.315
AMAT,2022/05/02,112.694
AMP,2022/05/02,267.569
AMZN,2022/05/02,124.5
AVB,2022/05/02,219.366
AVY,2022/05/02,178.471
AXP,2022/05/02,170.98
BDX,2022/05/02,244.752
BF-B,2022/05/02,65.135
BMY,2022/05/02,74.562
BR,2022/05/02,142.582
CARR,2022/05/02,38.435
CDW,2022/05/02,163.621
CE,2022/05/02,145.95
CHTR,2022/05/02,432.54
CNC,2022/05/02,79.06
CNP,2022/05/02,30.056
COP,2022/05/02,94.759
CTAS,2022/05/02,390.447
CZR,2022/05/02,68.35
DG,2022/05/02,235.641
DPZ,2022/05/02,350.105
DRE,2022/05/02,52.706
DXC,2022/05/02,29.37
EWA,2022/05/02,23.765
EWC,2022/05/02,36.692
EWG,2022/05/02,25.203
EWH,2022/05/02,21.004
EWJ,2022/05/02,56.056
EWL,2022/05/02,45.206
EWQ,2022/05/02,31.913
EWT,2022/05/02,55.65
EWU,2022/05/02,31.563
EWY,2022/05/02,66.86
EWZ,2022/05/02,30.215
FTV,2022/05/02,58.7
GOOG,2022/05/02,117.157
GPC,2022/05/02,129.63
GSG,2022/05/02,24.06
HIG,2022/05/02,69.728
HST,2022/05/02,20.055
HYG,2022/05/02,77.58
IAU,2022/05/02,35.37
ICLN,2022/05/02,18.742
IEF,2022/05/02,101.638
IEMG,2022/05/02,51.553
IEUS,2022/05/02,55.048
IGF,2022/05/02,48.196
INDA,2022/05/02,43.89
IVV,2022/05/02,414.927
IWM,2022/05/02,186.399
IXN,2022/05/02,51.82
JPM,2022/05/02,119.394
KR,2022/05/02,53.512
LQD,2022/05/02,111.112
MCHI,2022/05/02,50.446
META,2022/05/02,211.13
OGN,2022/05/02,31.821
PG,2022/05/02,158.38
PPL,2022/05/02,27.864
PRU,2022/05/02,107.092
PYPL,2022/05/02,91.53
RE,2022/05/02,275.762
REET,2022/05/02,27.046
ROL,2022/05/02,33.102
ROST,2022/05/02,100.94
SHY,2022/05/02,82.707
SLV,2022/05/02,20.87
TLT,2022/05/02,116.74
UNH,2022/05/02,499.369
URI,2022/05/02,307.03
V,2022/05/02,211.127
VRSK,2022/05/02,201.802
VXX,2022/05/02,27.5
WRK,2022/05/02,49.746
XLB,2022/05/02,84.124
XLC,2022/05/02,60.544
XLE,2022/05/02,75.536
XLF,2022/05/02,34.34
XLI,2022/05/02,94.929
XLK,2022/05/02,143.206
XLP,2022/05/02,76.06
XLU,2022/05/02,69.976
XLV,2022/05/02,128.947
XLY,2022/05/02,164.888
XOM,2022/05/02,85.534
ABBV,2022/05/03,148.214
ACN,2022/05/03,303.74
AEP,2022/05/03,97.808
AIZ,2022/05/03,182.389
ALLE,2022/05/03,114.933
AMAT,2022/05/03,113.522
AMP,2022/05/03,270.834
AMZN,2022/05/03,124.254
AVB,2022/05/03,220.645
AVY,2022/05/03,180.383
AXP,2022/05/03,171.468
BDX,2022/05/03,247.991
BF-B,2022/05/03,65.972
BMY,2022/05/03,74.532
BR,2022/05/03,145.746
CARR,2022/05/03,38.216
CDW,2022/05/03,167.16
CE,2022/05/03,150.34
CHTR,2022/05/03,425.62
CNC,2022/05/03,80.34
CNP,2022/05/03,30.374
COP,2022/05/03,97.733
CTAS,2022/05/03,389.3
CZR,2022/05/03,67.65
DG,2022/05/03,236.429
DPZ,2022/05/03,342.846
DRE,2022/05/03,52.835
DXC,2022/05/03,29.89
EWA,2022/05/03,24.036
EWC,2022/05/03,37.189
EWG,2022/05/03,25.339
EWH,2022/05/03,21.349
EWJ,2022/05/03,56.501
EWL,2022/05/03,45.089
EWQ,2022/05/03,32.195
EWT,2022/05/03,56.18
EWU,2022/05/03,32.015
EWY,2022/05/03,67.07
EWZ,2022/05/03,30.731
FTV,2022/05/03,59.52
GOOG,2022/05/03,118.13
GPC,2022/05/03,130.902
GSG,2022/05/03,23.56
HIG,2022/05/03,70.295
HIGH.L,2022/05/03,5.114
HST,2022/05/03,19.806
